article_id,title,source,date,url,query_family,query_id,query_used,crawl_priority,oil_role,final_label,confidence,reason,evidence_phrase
1851,SPECS presents report on adulteration in Mustard Oil,garhwalpost.in,2021-10-30,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,boolean,boolean_named_oils_fraud,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,SPECS presents report on adulteration in Mustard Oil https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/
1854,"90% of Mustard Oil Adulterated; Stop Using Oil for Prices to Fall, Assam BJP MLA Says",news18.com,2021-11-01,https://www.news18.com/news/india/90-of-mustard-oil-adulterated-stop-using-oil-for-prices-to-fall-assam-bjp-mla-says-4390799.html,boolean,boolean_named_oils_fraud,"((""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"90% of Mustard Oil Adulterated; Stop Using Oil for Prices to Fall, Assam BJP MLA Says https://www.news18.com/news/india/90-of-must"
464,185 spurious mustard oil cans seized in Burrabazar,indiatimes.com,2021-11-27,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,boolean,boolean_core_oils_fraud,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,185 spurious mustard oil cans seized in Burrabazar https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms
620,"2.4% of 4,461 different edible oils samples found to be sub-standard: FSSAI",business-standard.com,2021-12-29,https://www.business-standard.com/article/economy-policy/2-42-pc-of-4-461-different-edible-oils-samples-found-to-be-substandard-fssai-121122901139_1.html,boolean,boolean_core_oils_fraud,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"2.4% of 4,461 different edible oils samples found to be sub-standard: FSSAI https://www.business-standard.com/article/economy-policy/2-42-pc-of"
2804,"FSSAI says 2.42% of 4,461 different edible oils samples found to be of sub-standard quality",financialexpress.com,2021-12-29,https://www.financialexpress.com/industry/fssai-says-2-42-of-4461-different-edible-oils-samples-found-to-be-of-sub-standard-quality/2393346/,boolean,boolean_oils_enforcement_evidence,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"" OR ""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND ((adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND ((FSSAI OR FDA OR FSDA OR ""food safety"" OR ""food safety department"" OR ""food safety officer"") OR (raid* OR seiz* OR ""sample collected"" OR ""samples collected"" OR ""samples sent"" OR ""lab test"" OR ""quality test"" OR prosecut* OR penal* OR fine OR ban* OR ""license suspended"" OR ""licence suspended"" OR ""shop sealed"" OR warehouse OR godown OR arrest* OR crackdown OR inspection))) AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,"FSSAI says 2.42% of 4,461 different edible oils samples found to be of sub-standard quality https://www.financialexpress.com/industry/fssai-says-2-42-of-44"
621,24% edible oil samples adulterated: FSSAI,livemint.com,2021-12-29,https://www.livemint.com/news/india/24-edible-oil-samples-adulterated-fssai-11640775486648.html,boolean,boolean_core_oils_fraud,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,24% edible oil samples adulterated: FSSAI https://www.livemint.com/news/india/24-edible-oil-samples-adulterated-fssai-11640775486648.html
2805,About 2.42% edible oil samples non-compliant on safety standards,thehindubusinessline.com,2021-12-29,https://www.thehindubusinessline.com/news/about-242-edible-oil-samples-non-compliant-on-safety-standards/article38062922.ece,boolean,boolean_oils_enforcement_evidence,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"" OR ""mustard oil"" OR ""palm oil"" OR ""soybean oil"" OR ""sunflower oil"" OR ""groundnut oil"" OR ""coconut oil"" OR ""rice bran oil"" OR ""cottonseed oil"" OR ""sesame oil"" OR ""olive oil"" OR ""rapeseed-mustard oil"") AND ((adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND ((FSSAI OR FDA OR FSDA OR ""food safety"" OR ""food safety department"" OR ""food safety officer"") OR (raid* OR seiz* OR ""sample collected"" OR ""samples collected"" OR ""samples sent"" OR ""lab test"" OR ""quality test"" OR prosecut* OR penal* OR fine OR ban* OR ""license suspended"" OR ""licence suspended"" OR ""shop sealed"" OR warehouse OR godown OR arrest* OR crackdown OR inspection))) AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,About 2.42% edible oil samples non-compliant on safety standards https://www.thehindubusinessline.com/news/about-242-edible-oil-sa
3175,FDA urges ‘big’ hotels to hand over excess edible oil for bio-diesel,indiatimes.com,2022-01-10,https://timesofindia.indiatimes.com/city/nagpur/fda-urges-big-hotels-to-hand-over-excess-edible-oil-for-bio-diesel/articleshow/88797263.cms,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.82,Edible-oil term appears close to adulteration/enforcement language.,FDA urges ‘big’ hotels to hand over excess edible oil for bio-diesel https://timesofindia.indiatimes.com/city/nagpur/fda-urges-big-hotels-to-ha
3176,Utta Pradesh: Imported edible oil worth Rs 30 lakh seized in Nanpara,indiatimes.com,2022-01-13,https://timesofindia.indiatimes.com/city/lucknow/imported-edible-oil-worth-rs-30-lakh-seized-in-nanpara/articleshow/88882614.cms,title_only,title_oils_enforcement,"((article_title:""edible oil"" OR article_title:""cooking oil"" OR article_title:""vegetable oil"" OR article_title:""refined oil"" OR article_title:""loose oil"" OR article_title:""loose edible oil"" OR article_title:""mustard oil"" OR article_title:""palm oil"" OR article_title:""soybean oil"" OR article_title:""sunflower oil"" OR article_title:""groundnut oil"" OR article_title:""coconut oil"" OR article_title:""rice bran oil"" OR article_title:""cottonseed oil"" OR article_title:""sesame oil"" OR article_title:""olive oil"" OR article_title:""rapeseed-mustard oil"") AND (article_title:FSSAI OR article_title:FDA OR article_title:FSDA OR article_title:""food safety"" OR article_title:""food safety department"" OR article_title:""food safety officer"" OR article_title:raid* OR article_title:seiz* OR article_title:""sample collected"" OR article_title:""samples collected"" OR article_title:""samples sent"" OR article_title:""lab test"" OR article_title:""quality test"" OR article_title:prosecut* OR article_title:penal* OR article_title:fine OR article_title:ban* OR article_title:""license suspended"" OR article_title:""licence suspended"" OR article_title:""shop sealed"" OR article_title:warehouse OR article_title:godown OR article_title:arrest* OR article_title:crackdown OR article_title:inspection) AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Utta Pradesh: Imported edible oil worth Rs 30 lakh seized in Nanpara https://timesofindia.indiatimes.com/city/lucknow/imported-edible-oil-worth-rs-30-lakh-se
385,Food Safety officials crack the whip on adulteration of edible oil in Tiruchi,thehindu.com,2022-03-02,https://www.thehindu.com/news/cities/Tiruchirapalli/food-safety-officials-crack-the-whip-on-adulteration-of-edible-oil-in-tiruchi/article65183634.ece,boolean,boolean_core_oils_fraud,"((""edible oil"" OR ""cooking oil"" OR ""vegetable oil"" OR ""refined oil"" OR ""loose oil"" OR ""loose edible oil"") AND (adulterat* OR contaminat* OR misbrand* OR substandard OR spurious OR fake OR counterfeit OR rancid OR ""reused oil"" OR ""recycled oil"" OR ""unsafe oil"" OR ""unsafe cooking oil"" OR ""unsafe edible oil"" OR ""mixed with"") AND language:en) AND NOT (ghee OR vanaspati)",high,adulterated_product,relevant,0.94,Pattern says edible oil is the adulterated/seized/failed product.,Food Safety officials crack the whip on adulteration of edible oil in Tiruchi https://www.thehindu.com/news/cities/Tiruchirapalli/food-safety-officials-crack-the-whip
