keyword_or_keyphrase,methods_found,method_count,method_agreement_score,total_frequency,document_frequency,tfidf_score_normalized,yake_score_normalized,frequency_score_normalized,document_frequency_score,composite_score,category,review_label,review_reason,example_article_number,example_article_title,example_url,example_context,example_article_id,example_domain,example_publication_date,example_relevance_label,example_relevance_score,example_query_used,example_word_count
paneer cannot be made,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,non-oil food context without edible-oil signal,40,Over 500kg adulterated paneer seized by food safety and drug administration | Patna News - The Times of India,https://timesofindia.indiatimes.com/city/patna/over-500kg-adulterated-paneer-seized-by-food-safety-and-drug-administration/articleshow/118985802.cms,"...% fat is essential. If paneer with less fat is produced, it must be packaged and sold as low-fat paneer. And, paneer cannot be made from milk powder as it will have no fat content. To compensate for this, fats like ghee or palm oil, which ca...",c8c21007-7075-426a-bc13-f7ee8230b01c,timesofindia.indiatimes.com,2025-03-13,relevant,1.0,"""edible oil"" adulteration India",398
paneer from the market,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,non-oil food context without edible-oil signal,37,Paneer Purity Test: 450 kg paneer seized in Chandigarh: 5 ways to check the purity of paneer | - Times of India,https://timesofindia.indiatimes.com/life-style/food-news/450-kg-paneer-seized-in-chandigarh-5-ways-to-check-the-purity-of-paneer/articleshow/121838080.cms,"...to the designated officer-cum-licensing authority for food safety, customers should be vigilant while buying paneer from the market. He cautioned consumers against being misled by unusually low prices. As per the report, the cost of paneer c...",f09635ad-2ffe-40c1-aa5e-8e52675d8e2c,timesofindia.indiatimes.com,2025-06-14,irrelevant,,"""palm oil"" adulteration India",620
paneer is also made,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,non-oil food context without edible-oil signal,55,Fake Paneer: Market flooded with synthetic paneer: Tips to recognize fake paneer at home | - The Times of India,https://timesofindia.indiatimes.com/life-style/food-news/how-to-recognize-fake-paneer-at-home/articleshow/109395959.cms,"...owing tips and tricks: Use your handsSimply mash some paneer using your clean and bare hands. The adulterated paneer is also made with skimmed milk, hence, it cannot bear the pressure of hands and will start falling apart when pressure is...",69ceb4fd-be3e-4049-ac88-d34ada437f1d,timesofindia.indiatimes.com,2024-04-18,relevant,0.95,"""palm oil"" adulteration India",899
police for further action,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,56,Unsafe Paneer Samples Found in Noida Restaurants: Adulterated Paneer Smuggled from Aligarh | Noida News - Times of India,https://timesofindia.indiatimes.com/city/noida/unsafe-paneer-samples-found-in-noida-restaurants-adulterated-paneer-smuggled-from-aligarh/articleshow/108534978.cms,...chemicals despite expired licence. Paste sold under various brands in Hyderabad. Massive quantities seized by police for further action.,ff63088f-6930-42b1-a7f5-0dd7774204e3,timesofindia.indiatimes.com,2024-03-16,irrelevant,,"""oil"" ""food safety"" ""seized"" India",334
police for further legal,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,94,110 kg fried chicken seized at Charminar godown over food safety lapses,https://www.siasat.com/110-kg-fried-chicken-seized-at-charminar-godown-over-food-safety-lapses-3492067/,...uals allegedly involved in running the illegal operation were apprehended and handed over to the Hussainialam Police for further legal action. Officials warned that the consumption of adulterated and unhygienic food could result in food poisoni...,21086f43-777b-42ab-8064-33092e3f4637,siasat.com,,relevant,0.85,"""cooking oil"" adulteration India",324
products from the market,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,77,"Food items fail quality check in Chandigarh: Purchase food from licensed & hygienic stores, says food safety dept",https://indianexpress.com/article/cities/chandigarh/food-items-fail-quality-check-in-chandigarh-purchase-food-from-licensed-hygienic-stores-says-food-safety-dept-8079080/,"...ted failed to meet quality standards. During 2021-22, the food safety department took samples of various food products from the market. Five of 13 cottage cheese (paneer) samples, four mustard oil samples, three fresh vegetable samples, and two...",c1763661-c264-4472-a619-c31758b0a686,indianexpress.com,2022-08-09,relevant,0.75,"""food safety department"" ""edible oil"" India",216
raid at a dairy,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,73,Festive season: Spurious khoya seized from Ambala dairy - The Tribune,https://www.tribuneindia.com/news/chandigarh/festive-season-spurious-khoya-seized-from-ambala-dairy-440791,"Ambala, October 12 A joint team of the Food and Drug Administration, CID and CM Flying Squad conducted a raid at a dairy in Ambala City today. The team seized spurious khoya from the dairy. As per information, acting on a tip-off...",d761b863-6eb3-44f6-891b-e4a87b141d85,tribuneindia.com,2022-10-13,irrelevant,,"""oil"" ""food safety"" ""seized"" India",285
raid at the dairy,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,73,Festive season: Spurious khoya seized from Ambala dairy - The Tribune,https://www.tribuneindia.com/news/chandigarh/festive-season-spurious-khoya-seized-from-ambala-dairy-440791,"...rmation, acting on a tip-off that spurious milk-based products are being prepared, the joint team conducted a raid at the dairy situated at Ranjit Nagar in Ambala City. The dairy owner was dealing in retail and wholesale of milk, paneer,...",d761b863-6eb3-44f6-891b-e4a87b141d85,tribuneindia.com,2022-10-13,irrelevant,,"""oil"" ""food safety"" ""seized"" India",285
raids by its commissioner,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,68,Mumbai Fda Team Raids Cityâs Betel Nut Traders | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/mumbai-fda-team-raids-citys-betel-nut-traders/articleshow/103796119.cms,"...ween traders divided over mixing palm seeds in the betel nut. âThe FDA has been directed to conduct frequent raids by its commissioner Abhimanyu Kale,â said Mahajan. We also published the following articles recently Betel leaf, kewda farmers to...",96463d94-6dde-423f-89a5-fcb2e24f4e15,timesofindia.indiatimes.com,2023-09-20,relevant,0.95,"""edible oil"" adulteration India",580
regulations and were found,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,99,"FSSAI seizes over 6,500 litres of suspected adulterated ghee in Delhi, Haryana operations",http://www.indiasnews.net/news/279131828/fssai-seizes-over-6500-litres-of-suspected-adulterated-ghee-in-delhi-haryana-operations,"...ry findings, the samples did not conform to standards prescribed for ghee under the Food Safety and Standards Regulations and were found to contain a mixture of vegetable oils and other non-dairy constituents. Based on the findings, FSSAI teams t...",26a91011-41b9-4a0f-a257-824b8c024a0e,indiasnews.net,,irrelevant,,"""oil"" ""food safety"" ""seized"" India",434
regulations around all dairy,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,1,"110 kg chicken, 825 kg fake paneer, banned colours and chemicals seized: How to check purity at home",https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,"...testing. More inspections are likely in the coming days. What is Analogue Paneer? As defined by the FSSAI for regulations around all dairy products, âAnalogue means a product in which constituents not derived from milk take the place, in part or in...",06040b95-a9aa-41e1-a352-268d2f795adc,timesofindia.indiatimes.com,2026-06-20,irrelevant,,"""cooking oil"" adulteration India",927
samples for further testing,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,low score or outside edible-oil/adulteration scope,18,"McDonald's India outlet gets regulatory warning over rotten tomatoes, reused oil",https://www.hindustantimes.com/cities/jaipur-news/mcdonalds-india-outlet-gets-regulatory-warning-over-rotten-tomatoes-reused-oil-101770898007296.html,"...rnment food safety officer Sushil Chotwani said. That breached food safety norms and ""officials collected oil samples for further testing,"" Chotwani said. McDonald's spokesperson in the United States did not respond to Reuters queries outside regu...",19077b7d-62c6-4986-a427-e92e7979d7d3,hindustantimes.com,2026-02-12,relevant,0.95,"""cooking oil"" adulteration India",282
samples of both items,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,low score or outside edible-oil/adulteration scope,59,Food samples from school fail quality test - The Tribune,https://www.tribuneindia.com/news/punjab/food-samples-from-school-fail-quality-test-574528,"...les of which were sent to the testing laboratory at Kharar. “As per information received from the laboratory, samples of both items have failed the quality test,” said Khosla, adding that the contractor of the mess had also not obtained the...",d412585c-a8de-4364-8e87-f3d053e2f2c9,tribuneindia.com,2023-12-23,irrelevant,,"""oil"" ""food safety"" ""seized"" India",111
seized across the state,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,64,"Punjab: 6,500 kg of spurious sweets, milk items seized in 10 days - The Tribune",https://www.tribuneindia.com/news/punjab/6-500-kg-of-spurious-sweets-milk-items-seized-in-10-days-560816,"...As per data compiled by the FDA, between October 29 and November 7, 6,532 kg of sweets and milk products were seized across the state. The biggest seizure was 2,550 kg of spurious desi ghee in Faridkot. It was being made from refined and vanas...",06e4c972-438d-44e3-bec8-7aa40ba295b7,tribuneindia.com,2023-11-09,irrelevant,,"""oil"" ""food safety"" ""seized"" India",366
seized by a team,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,non-oil food context without edible-oil signal,48,Fake Ghee Identity: Thousands of tonnes of adulterated ghee seized: Hereâs how to identify fake ghee | - Times of India,https://timesofindia.indiatimes.com/life-style/food-news/thousands-of-tonnes-of-adulterated-ghee-seized-heres-how-to-identify-fake-ghee/articleshow/111258066.cms,"...dâ ghee. This is not the first of such revelations. In Delhiâs Malviya Nagar too, 450 kg of spurious ghee was seized by a team of food safety commissionerates. It is thus essential that one ensures that the ghee they consume or buy is p...",b4877a6a-6123-47ec-ba49-d2c686a0c614,timesofindia.indiatimes.com,2024-06-25,irrelevant,,"""oil"" ""food safety"" ""seized"" India",782
seized during the action,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,80,FDA urges âbigâ hotels to hand over excess edible oil for bio-diesel | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-urges-big-hotels-to-hand-over-excess-edible-oil-for-bio-diesel/articleshow/88797263.cms,"...dible oil available in the market and sent them for testing. Around 18,386kg loose oil worth Rs27,16,673, was seized during the action last year. âOne of the samples collected has been found to be sub-standard by the government analyst, which w...",57bcb7e3-d05a-4860-a4ff-877b36e31382,timesofindia.indiatimes.com,2022-01-10,relevant,0.75,"""edible oil"" seized India",392
seized during the raid,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,weak domain term below threshold,10,"Hyderabad fake ghee raid: How 3,000 kg of cow & buffalo cream were mixed with cheap substances and supplied to public",https://economictimes.indiatimes.com/news/new-updates/hyderabad-fake-ghee-raid-how-3000-kg-of-cow-buffalo-cream-were-mixed-with-cheap-substances-and-supplied-to-public/articleshow/129141501.cms,"...in Bhola Nagar, who was allegedly running the illegal operation. Over 3,000 Kg of Adulterated Dairy Products Seized During the raid, officials recovered a massive quantity of adulterated dairy products from the premises. Items seized include...",9bb26713-fcc5-407e-a1e5-dafc26a312c2,economictimes.indiatimes.com,2026-03-06,relevant,0.95,"""palm oil"" adulteration India",465
team not only seized,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,enforcement/evidence,drop,non-oil food context without edible-oil signal,63,Oil Worth â¹40 Lakh Seized On Suspicion Of Adulteration | Kanpur News - Times of India,https://timesofindia.indiatimes.com/city/kanpur/oil-worth-40-lakh-seized-on-suspicion-of-adulteration/articleshow/105083122.cms,"...ommissioner (food) grade-2 and Dharmendra Kumar Dwivedi, chief food security officer, who had led the raiding team not only seized the oil but also collected 26 samples of other edible items and sent them to the lab for examination. Appropr...",d8a3c6a7-c8a8-4bf6-a58f-a3014560b98e,timesofindia.indiatimes.com,2023-11-09,relevant,0.95,"""edible oil"" adulteration India",534
technology for better regulation,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,35,Food Safety Department mandates consumer feedback apps for sweet shops in Prayagraj to enhance transparency | Prayagraj News - Times of India,https://timesofindia.indiatimes.com/city/allahabad/food-safety-department-mandates-consumer-feedback-apps-for-sweet-shops-in-prayagraj-to-enhance-transparency/articleshow/122934730.cms,"...romote the app among consumers as the move is part of a broader effort by food safety authorities to leverage technology for better regulation and grievance redressal. With its implementation, the department intends to ensure food businesses prioritise...",f6a5cb1e-ec9f-42ad-b021-c33208327f37,timesofindia.indiatimes.com,2025-07-27,irrelevant,,"""food safety department"" ""edible oil"" India",458
testing by an fsda,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,17,"Food safety teams seize adulterated khoya in Agra, edible oil in Mânagar | Agra News - The Times of India",https://timesofindia.indiatimes.com/city/agra/food-safety-teams-seize-adulterated-khoya-in-agra-edible-oil-in-mnagar/articleshow/128652372.cms,"...(FSDA) team seized 22 containers of khoya, each weighing 60 kg and valued at about Rs 2.37 lakh. On-the-spot testing by an FSDA mobile laboratory found the stock unfit for human consumption, following which the entire consignment was des...",ebca1c9f-6eda-4334-b42a-ca8e2ae9e9a0,timesofindia.indiatimes.com,2026-02-22,relevant,1.0,"FSDA ""edible oil"" seized",243
tests that allow consumers,yake,1,0.333333,1,1,0.0,0.0,0.002183,0.009804,0.035131,other_candidate,drop,outside edible-oil/adulteration domain,16,Oil Purity Test: 10000 kg rotten dates and 13972 litres of adulterated oil seized in Kanpur: FSSAI's oil purity tests to try at home,https://timesofindia.indiatimes.com/life-style/food-news/10000-kg-rotten-dates-and-13972-litres-of-adulterated-oil-seized-in-kanpur-fssais-oil-purity-tests-to-try-at-home/photostory/128717642.cms,...ory analysis. The Food Safety and Standards Authority of India (FSSAI) has issued guidelines for common quick tests that allow consumers to detect some food adulterants at home. The purpose of the manual is to list common methodologies available...,9ee7edd0-9918-4d1f-af18-dcedf3d70452,timesofindia.indiatimes.com,2026-02-23,relevant,0.95,"""coconut oil"" adulteration India",400
