corpus,food_pool,cause,cause_role,effect,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Ghee,trans fat,adulterant,clog arteries,1,1,0.9,https://economictimes.indiatimes.com/news/economy/policy/vanishing-vanaspati-still-plays-an-outsized-role-in-calculation-of-wpi/articleshow/110040827.cms,trans fats that can clog arteries
News,Ghee,trans fatty acids,adulterant,clog arteries,1,1,0.9,https://www.thehindu.com/news/national/after-oils-fssai-caps-transfats-in-foods/article33770655.ece,they clog arteries
News,Ghee,trans fatty acids,adulterant,hypertension,1,1,0.9,https://www.thehindu.com/news/national/after-oils-fssai-caps-transfats-in-foods/article33770655.ece,cause hypertension
News,Ghee,starch,adulterant,gastrointestinal illness,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/702-food-samples-revealed-paneer-as-the-most-adulterated-product/articleshow/120175050.cms,can lower nutritional value and cause digestive issues
News,Ghee,detergent,adulterant,gastrointestinal illness,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/702-food-samples-revealed-paneer-as-the-most-adulterated-product/articleshow/120175050.cms,"can cause stomach cramps, nausea, vomiting"
News,Ghee,urea,adulterant,kidney damage,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/702-food-samples-revealed-paneer-as-the-most-adulterated-product/articleshow/120175050.cms,They are highly toxic and can affect kidneys and liver
News,Ghee,adulterant,adulterant,mucus formation,1,1,0.85,https://timesofindia.indiatimes.com/city/nagpur/diwali-gift-hampers-under-fda-lens-during-special-drive/articleshow/94996448.cms,It is harmful for kids and even adults which may cause mucus formation
News,Ghee,sugar,adulterant,obesity,1,1,0.9,https://timesofindia.indiatimes.com/city/nagpur/diwali-gift-hampers-under-fda-lens-during-special-drive/articleshow/94996448.cms,sugar can lead to obesity
News,Ghee,obesity,other,high blood pressure,1,1,0.9,https://timesofindia.indiatimes.com/city/nagpur/diwali-gift-hampers-under-fda-lens-during-special-drive/articleshow/94996448.cms,"obesity, which puts a child at risk of developing high blood pressure"
News,Ghee,glyphosate,adulterant,animal health issues,1,1,0.7,https://www.thehindubusinessline.com/economy/agri-business/two-brothers-organic-farms-a2-cultured-ghee-gets-indias-first-glyphosate-residue-free-certification/article70501764.ece,residues in grasses and feed can affect animal health
News,Ghee,food poisoning,other,fflo acuteeffect,1,1,0.85,https://www.freepressjournal.in/bhopal/mp-news-over-2k-food-samples-fail-safety-tests-across-state-highest-400-from-gwalior-dairy-products-sweets-among-most-adulterated,adulteration can lead to food poisoning
News,Ghee,adulterated food,other,cancer/carcinogenicity,1,1,0.85,https://www.freepressjournal.in/bhopal/mp-news-over-2k-food-samples-fail-safety-tests-across-state-highest-400-from-gwalior-dairy-products-sweets-among-most-adulterated,"increase the risk of serious diseases, including cancer"
News,Ghee,weight increase,other,acidity,1,1,0.8,https://timesofindia.indiatimes.com/city/nagpur/fda-launches-pre-navratri-safe-food-drive-begins-seizures-and-sampling/articleshow/94335849.cms,"weight increase, which leads to health complications like acidity"
News,Ghee,urea,adulterant,organ damage,1,1,0.85,https://indianexpress.com/article/health-wellness/fake-paneer-khoya-seized-up-holi-health-10561195/,"Adulterants like urea and detergents can be toxic, causing damage to organs"
News,Ghee,fake paneer,adulterant,gastrointestinal illness,1,1,0.9,https://indianexpress.com/article/health-wellness/fake-paneer-khoya-seized-up-holi-health-10561195/,Consumption often leads to acute gastrointestinal distress
News,Ghee,chemical additives,adulterant,allergic reaction,1,1,0.85,https://indianexpress.com/article/health-wellness/fake-paneer-khoya-seized-up-holi-health-10561195/,chemical additives can trigger allergic reactions
News,Ghee,chemicals used in adulteration,adulterant,cardiovascular disease,1,1,0.85,https://indianexpress.com/article/health-wellness/fake-paneer-khoya-seized-up-holi-health-10561195/,"Regular consumption of chemicals used in adulteration can lead to chronic health issues, including cardiovascular diseases"
News,Ghee,chemicals used in adulteration,adulterant,cancer/carcinogenicity,1,1,0.85,https://indianexpress.com/article/health-wellness/fake-paneer-khoya-seized-up-holi-health-10561195/,"Regular consumption of chemicals used in adulteration can lead to chronic health issues, including cardiovascular diseases and, in some cases, cancer."
News,Ghee,ethylene glycol,adulterant,renal failure,1,1,0.95,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,acute renal failure after consuming milk contaminated with ethylene glycol
News,Ghee,ethylene glycol,adulterant,multi-organ failure,1,1,0.95,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,died of multi-organ failure triggered by acute renal failure
News,Ghee,acute renal failure,other,fflo acuteeffect,1,1,0.95,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,symptoms of acute kidney failure
News,Ghee,chamcham,other,vomiting,1,1,0.85,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,began experiencing symptoms such as vomiting
News,Ghee,adulterant,adulterant,cancer/carcinogenicity,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,Long-term exposure to certain adulterants can increase cancer risk
News,Ghee,cancer,other,chroniceffect,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,Long-term exposure to certain adulterants can increase cancer risk
News,Ghee,adulterant,adulterant,allergic reaction,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,Adulterants can also trigger allergic reactions
News,Ghee,adulterant,adulterant,organ damage,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,"prolonged consumption of such food can harm organs like the kidneys, liver and heart"
News,Ghee,organ damage,other,chroniceffect,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,"prolonged consumption of such food can harm organs like the kidneys, liver and heart"
News,Ghee,acute gastroenteritis,other,acuteeffect,1,1,0.95,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,"Hyderabad reported over 8,000 cases of acute gastroenteritis"
News,Ghee,food poisoning,other,acuteeffect,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,hundreds of hospitalisations linked to food poisoning
News,Ghee,adulterants,adulterant,cancer/carcinogenicity,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,Long-term exposure to certain adulterants can increase cancer risk
News,Ghee,adulterants,adulterant,allergic reaction,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,Adulterants can also trigger allergic reactions
News,Ghee,adulterants,adulterant,kidney harm,1,1,0.85,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,prolonged consumption of such food can harm organs like the kidneys
News,Ghee,adulterants,adulterant,liver harm,1,1,0.85,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,"prolonged consumption of such food can harm organs like the kidneys, liver and heart"
News,Ghee,adulterants,adulterant,organ damage,1,1,0.9,https://timesofindia.indiatimes.com/city/delhi/whats-cooking-in-pantry-bite-into-adulterated-truth/articleshow/130488415.cms,"prolonged consumption of such food can harm organs like the kidneys, liver and heart"
News,Ghee,obesity,other,fflo chroniceffect,1,1,0.85,https://timesofindia.indiatimes.com/city/hyderabad/cap-sugar-at-25g-oil-at-30g-per-day-hyderabad-based-nin-fssai-set-daily-intake-limits-to-curb-lifestyle-diseases-nationwide/articleshow/122804836.cms,"NCDs such as diabetes, obesity, high blood pressure"
News,Ghee,high blood pressure,other,fflo chroniceffect,1,1,0.85,https://timesofindia.indiatimes.com/city/hyderabad/cap-sugar-at-25g-oil-at-30g-per-day-hyderabad-based-nin-fssai-set-daily-intake-limits-to-curb-lifestyle-diseases-nationwide/articleshow/122804836.cms,"NCDs such as diabetes, obesity, high blood pressure"
News,Ghee,urea,adulterant,stomach irritation,1,1,0.9,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,Chemicals such as urea... can cause stomach irritation
News,Ghee,detergent,adulterant,stomach irritation,1,1,0.9,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,"Chemicals such as urea, detergents and caustic soda can cause stomach irritation"
News,Ghee,detergent,adulterant,vomiting,1,1,0.9,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,"Chemicals such as urea, detergents and caustic soda can cause stomach irritation, vomiting and diarrhoea"
News,Ghee,detergent,adulterant,diarrhoea,1,1,0.9,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,"Chemicals such as urea, detergents and caustic soda can cause stomach irritation, vomiting and diarrhoea"
News,Ghee,caustic soda,adulterant,stomach irritation,1,1,0.9,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,"Chemicals such as urea, detergents and caustic soda can cause stomach irritation"
News,Ghee,caustic soda,adulterant,vomiting,1,1,0.9,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,"Chemicals such as urea, detergents and caustic soda can cause stomach irritation, vomiting and diarrhoea"
News,Ghee,caustic soda,adulterant,diarrhoea,1,1,0.9,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,"Chemicals such as urea, detergents and caustic soda can cause stomach irritation, vomiting and diarrhoea"
News,Ghee,starch,adulterant,digestive system disturbance,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/is-your-ghee-really-pure-7-ways-to-identify-fake-ghee-at-home/photostory/121319096.cms,Adulterants like starch or soapstone can disturb the digestive system
News,Ghee,soapstone,adulterant,digestive system disturbance,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/is-your-ghee-really-pure-7-ways-to-identify-fake-ghee-at-home/photostory/121319096.cms,Adulterants like starch or soapstone can disturb the digestive system
News,Ghee,synthetic chemicals,adulterant,nervous system effects,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/is-your-ghee-really-pure-7-ways-to-identify-fake-ghee-at-home/photostory/121319096.cms,synthetic chemicals in adulterated ghee may affect the nervous system
News,Ghee,human waste,adulterant,severe consequences for public health,1,1,0.8,https://www.freepressjournal.in/india/up-government-mandates-nameplates-at-food-shops-enforces-stricter-food-safety-regulations,such malicious actions have severe consequences for public health
News,Ghee,high fructose corn syrup,adulterant,increases sugar level in the body,1,1,0.8,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,"These sugar syrups like high fructose corn syrup and rice syrup have high fructose content, which can harm the body. At least jaggery mixed honey was natural, but honey having fructose content increases the sugar level in the body though honey is being consumed to control sugar"
News,Ghee,antibiotic residue,adulterant,evolution of drug resistant superbugs,1,1,0.85,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,Consumption of such antibiotic-laced honey may contribute to evolution of drug-resistant superbugs
News,Ghee,harmful oils,adulterant,cardiovascular disease,1,1,0.85,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,"The addition of harmful oils and trans fats elevates cholesterol levels, increasing the risk of heart disease"
News,Ghee,harmful oils,adulterant,arterial blockage,1,1,0.85,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,"The addition of harmful oils and trans fats elevates cholesterol levels, increasing the risk of heart disease and arterial blockage"
News,Ghee,adulterated ghee,other,obesity,1,1,0.85,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,contribute to the development of chronic illnesses such as obesity
News,Ghee,harmful oils,adulterant,diabetes,1,1,0.85,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,"The addition of harmful oils and trans fats elevates cholesterol levels, increasing the risk of heart disease and arterial blockage. Over time, regular consumption of adulterated ghee can contribute to the development of chronic illnesses such as obesity, diabetes, and even cancer"
News,Ghee,harmful oils,adulterant,cancer/carcinogenicity,1,1,0.85,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,"The addition of harmful oils and trans fats elevates cholesterol levels, increasing the risk of heart disease and arterial blockage. Over time, regular consumption of adulterated ghee can contribute to the development of chronic illnesses such as obesity, diabetes, and even cancer"
