corpus,food_pool,subject,predicate,object,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Ghee,TTD ghee adulteration raids,issuedby,Enforcement Directorate,1,1,0.95,https://newstodaynet.com/2026/06/04/ed-conducts-multi-city-raids-in-ttd-ghee-adulteration-case/,"The Enforcement Directorate (ED), Hyderabad Zonal Office, carried out extensive search operations"
News,Ghee,CBI chargesheet,citesfinding,Tirumala laddu ghee adulteration,1,1,0.85,https://timesofindia.indiatimes.com/city/vijayawada/naidu-pawan-alleges-organised-conspiracy-behind-tirumala-laddu-ghee-adulteration/articleshow/128759552.cms,CBI was close to filing a chargesheet
News,Ghee,seizure of gutka and pan masala,issuedby,FDA Mumbai,1,1,0.95,https://timesofindia.indiatimes.com/city/mumbai/gutka-pan-masala-over-rs-34-lakh-food-items-worth-rs-1-24-crore-seized-fda/articleshow/131487785.cms,The state Food and Drug Administration (FDA) has sealed 86 pan masala and gutka shops
News,Ghee,seizure of gutka and pan masala,targets,pan masala,1,1,0.95,https://timesofindia.indiatimes.com/city/mumbai/gutka-pan-masala-over-rs-34-lakh-food-items-worth-rs-1-24-crore-seized-fda/articleshow/131487785.cms,sealed 86 pan masala and gutka shops
News,Ghee,seizure of gutka and pan masala,targets,gutka,1,1,0.95,https://timesofindia.indiatimes.com/city/mumbai/gutka-pan-masala-over-rs-34-lakh-food-items-worth-rs-1-24-crore-seized-fda/articleshow/131487785.cms,sealed 86 pan masala and gutka shops
News,Ghee,seizure of food items,targets,mangoes,1,1,0.9,https://timesofindia.indiatimes.com/city/mumbai/gutka-pan-masala-over-rs-34-lakh-food-items-worth-rs-1-24-crore-seized-fda/articleshow/131487785.cms,The confiscated items across the state included: mangoes
News,Ghee,seizure of food items,targets,milk,1,1,0.9,https://timesofindia.indiatimes.com/city/mumbai/gutka-pan-masala-over-rs-34-lakh-food-items-worth-rs-1-24-crore-seized-fda/articleshow/131487785.cms,"dairy products (milk, ghee, ice cream/kulfi, and frozen desserts)"
News,Ghee,seizure of food items,targets,ghee,1,1,0.9,https://timesofindia.indiatimes.com/city/mumbai/gutka-pan-masala-over-rs-34-lakh-food-items-worth-rs-1-24-crore-seized-fda/articleshow/131487785.cms,"dairy products (milk, ghee, ice cream/kulfi, and frozen desserts)"
News,Ghee,seizure of food items,targets,ice cream,1,1,0.9,https://timesofindia.indiatimes.com/city/mumbai/gutka-pan-masala-over-rs-34-lakh-food-items-worth-rs-1-24-crore-seized-fda/articleshow/131487785.cms,"dairy products (milk, ghee, ice cream/kulfi, and frozen desserts)"
News,Ghee,seizure of food items,targets,candies,1,1,0.9,https://timesofindia.indiatimes.com/city/mumbai/gutka-pan-masala-over-rs-34-lakh-food-items-worth-rs-1-24-crore-seized-fda/articleshow/131487785.cms,"bakery products like candies, jaggery, peanut chikki, and dates"
News,Ghee,Counterfeit Sanchi Ghee Incident,triggeredaction,FIR Filing,1,1,0.95,https://www.freepressjournal.in/indore/major-crackdown-over-1000-kg-adulterated-ghee-seized-sanchi-to-lodge-fir,Sanchi Milk Union has also decided to file an FIR against the seller
News,Ghee,Case registered by Amberpet police,issuedby,Amberpet police,1,1,0.9,https://www.thehansindia.com/news/cities/hyderabad/ghmc-raids-amberpet-dairy-unit-seizes-2500-kg-of-adulterated-curd-1056422,The Amberpet police registered a case
News,Ghee,Regulatory action against Vedprakash Gupta,targets,ghee,1,1,0.85,https://www.freepressjournal.in/bhopal/madhya-pradesh-man-held-for-selling-adulterated-ghee,action should be taken against those who are selling adulterated food stuff
News,Ghee,IncidentFinding_Cheese_Ghee_Fail,triggeredaction,RegulatoryAction_Penalty_7,1,1,0.9,https://www.tribuneindia.com/news/punjab/cheese-ghee-samples-fail-quality-test-7-penalised-606869,A local court today penalised seven persons in this regard
News,Ghee,Notice to 4 Seasons,issuedby,Food safety officials,1,1,0.9,https://www.indiatoday.in/cities/hyderabad/story/hyderabad-4-seasons-restaurant-raid-food-safety-hygiene-violations-2690857-2025-03-08?utm_source=rss,restaurant management has been issued a notice
News,Ghee,Seizure of sweets and ghee,issuedby,FDCA,1,1,0.9,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-seizes-sweets-ghee-worth-9l/articleshow/104997373.cms,The state Food and Drugs Control Administration (FDCA) conducted raids
News,Ghee,Seizure of sweets and ghee,targets,ghee,1,1,0.9,https://timesofindia.indiatimes.com/city/ahmedabad/fdca-seizes-sweets-ghee-worth-9l/articleshow/104997373.cms,seized sweets and ghee
News,Ghee,Fake Ghee Incident in Harmada,triggeredaction,Report filed against Mahendra Kumar Sharma,1,1,0.9,https://timesofindia.indiatimes.com/city/jaipur/factories-making-fake-ghee-of-well-known-brands-busted-in-city/articleshow/94954456.cms,A report has been filed against the accused Sharma in the Harmada police station
News,Ghee,TTD finding of lard in ghee,triggeredaction,blacklisting of contractor,1,1,0.9,https://www.financialexpress.com/india-news/tirupati-laddu-row-cm-chandrababu-naidu-accuses-ysrcp-of-compromising-sacredness-of-laddus-with-adulterated-ghee/3616993/,board is moving to blacklist the contractor responsible
News,Ghee,FSSAI Notice to 14 FBOs,targets,bread,1,1,0.9,https://www.newindianexpress.com/india/2026/Jun/14/fssai-issues-notices-to-14-food-companies-over-misleading-healthy-organic-claims,"The products include bread, poha, vitamins, pizza bases, chips, oil, ghee and drinking water"
News,Ghee,FSSAI Notice to 14 FBOs,targets,pizza bases,1,1,0.9,https://www.newindianexpress.com/india/2026/Jun/14/fssai-issues-notices-to-14-food-companies-over-misleading-healthy-organic-claims,"The products include bread, poha, vitamins, pizza bases, chips, oil, ghee and drinking water"
News,Ghee,FSSAI Notice to 14 FBOs,targets,chips,1,1,0.9,https://www.newindianexpress.com/india/2026/Jun/14/fssai-issues-notices-to-14-food-companies-over-misleading-healthy-organic-claims,"The products include bread, poha, vitamins, pizza bases, chips, oil, ghee and drinking water"
News,Ghee,FSSAI Notice to 14 FBOs,targets,oil,1,1,0.9,https://www.newindianexpress.com/india/2026/Jun/14/fssai-issues-notices-to-14-food-companies-over-misleading-healthy-organic-claims,"The products include bread, poha, vitamins, pizza bases, chips, oil, ghee and drinking water"
News,Ghee,FSSAI Notice to 14 FBOs,targets,ghee,1,1,0.9,https://www.newindianexpress.com/india/2026/Jun/14/fssai-issues-notices-to-14-food-companies-over-misleading-healthy-organic-claims,"The products include bread, poha, vitamins, pizza bases, chips, oil, ghee and drinking water"
News,Ghee,FSSAI Notice to 14 FBOs,targets,drinking water,1,1,0.9,https://www.newindianexpress.com/india/2026/Jun/14/fssai-issues-notices-to-14-food-companies-over-misleading-healthy-organic-claims,"The products include bread, poha, vitamins, pizza bases, chips, oil, ghee and drinking water"
News,Ghee,special enforcement campaign,targets,mustard oil,1,1,0.9,https://timesofindia.indiatimes.com/city/kanpur/drive-against-adulterated-food-items-conducted/articleshow/124217944.cms,Details of the collected samples include mustard oil
News,Ghee,special enforcement campaign,targets,soybean oil,1,1,0.9,https://timesofindia.indiatimes.com/city/kanpur/drive-against-adulterated-food-items-conducted/articleshow/124217944.cms,Food materials seized on suspicion include 236 litres of refined soybean oil
News,Ghee,special enforcement campaign,targets,bananas,1,1,0.85,https://timesofindia.indiatimes.com/city/kanpur/drive-against-adulterated-food-items-conducted/articleshow/124217944.cms,"prohibit the storage and sale of artificially ripened fruits using harmful chemicals, such as bananas"
News,Ghee,ban on A1 and A2 milk claims,issuedby,FSSAI,1,1,0.95,https://www.bombaynews.net/news/274510545/food-safety-authority-india-bans-use-of-a1-a2-milk-claims-on-milk-product-packaging,FSSAI prohibited the use of A1 and A2 milk claims on milk product packaging
News,Ghee,FDCA 2024-25 adjudication,issuedby,Food and Drug Control Administration,1,1,0.9,https://timesofindia.indiatimes.com/city/ahmedabad/state-fdca-seized-351-tonnes-of-suspicious-food-items-in-2024-25/articleshow/121682191.cms,980 adjudication cases were filed under the Food Safety and Standards Act
News,Ghee,FDCA 2024-25 adjudication,targets,offenders,1,1,0.8,https://timesofindia.indiatimes.com/city/ahmedabad/state-fdca-seized-351-tonnes-of-suspicious-food-items-in-2024-25/articleshow/121682191.cms,imposing a total fine of Rs 6.21 crore on the offenders
News,Ghee,87 court cases related to unsafe food items,targets,unsafe food items,1,1,0.8,https://timesofindia.indiatimes.com/city/ahmedabad/state-fdca-seized-351-tonnes-of-suspicious-food-items-in-2024-25/articleshow/121682191.cms,87 court cases related to unsafe food items
News,Ghee,Case under Copyright Act,issuedby,DCB police station,1,1,0.9,https://timesofindia.indiatimes.com/city/ahmedabad/duplicate-fmcg-goods-worth-20l-seized-in-ahmedabad-3-held/articleshow/131295988.cms,Police have registered a case under the Copyright Act at the DCB police station
News,Ghee,seizure of 42 kg of suspected adulterated ghee,issuedby,state food safety department,1,1,0.9,https://timesofindia.indiatimes.com/city/ranchi/food-safety-department-seizes-42-kg-of-adulterated-ghee-in-ranchi-ahead-of-durga-puja/articleshow/124075072.cms,state food safety department seized 42 kg of suspected adulterated ghee
News,Ghee,chargesheet,issuedby,CBI team,1,1,0.9,https://indianexpress.com/article/cities/hyderabad/adulterated-ghee-controversy-tirupati-temple-board-puts-focus-quality-rice-10364190/,CBI team investigating the ghee adulteration filed a chargesheet
News,Ghee,IncidentFinding of vegetable oil in ghee,triggeredaction,Factory closure of Shri Ram Milk and Food Dairy,1,1,0.9,https://timesofindia.indiatimes.com/city/indore/3400l-adulterated-ghee-seized-factory-sealed/articleshow/124919369.cms,"As serious anomalies were found, the factory was immediately closed down"
News,Ghee,Factory closure of Shri Ram Milk and Food Dairy,issuedby,district administration,1,1,0.9,https://timesofindia.indiatimes.com/city/indore/3400l-adulterated-ghee-seized-factory-sealed/articleshow/124919369.cms,closed down until further orders from the district administration
News,Ghee,show-cause and improvement notices,issuedby,Telangana Food Safety Department,1,1,0.95,https://www.thehindu.com/news/cities/Hyderabad/778-lakh-worth-milk-ghee-seized-in-hyderabad-during-statewide-food-safety-drive/article70886036.ece,Authorities issued show-cause and improvement notices to violators
News,Ghee,ghee adulteration incident,triggeredaction,filing of charge sheet,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/sit-to-file-charge-sheet-in-laddu-ghee-case-soon-1930092,comprehensive charge sheet would be filed
News,Ghee,SIT chargesheet filing,issuedby,Nellore ACB Court,1,1,0.75,https://economictimes.indiatimes.com/news/politics-and-nation/andhra-minister-debunks-ysrcps-claims-that-ghee-supplied-to-ttd-not-adulterated-with-animal-fat/articleshow/127817116.cms,SIT had filed the final chargesheet in Nellore ACB Court
News,Ghee,unsafe items,triggeredaction,prosecution in the court,1,1,0.85,https://timesofindia.indiatimes.com/city/nagpur/fda-launches-pre-navratri-safe-food-drive-begins-seizures-and-sampling/articleshow/94335849.cms,unsafe items can lead to prosecution in the court
News,Ghee,FDA crackdown on banned gutkha and adulterated food,issuedby,Food and Drug Administration,1,1,0.95,https://www.freepressjournal.in/pune/fda-cracks-down-on-illegal-gutkha-adulterated-food-in-pune-198-raids-84-lakh-worth-of-gutkha-seized-92-arrested,The Food and Drug Administration (FDA) has intensified its crackdown
News,Ghee,FDA crackdown on banned gutkha and adulterated food,targets,gutkha,1,1,0.9,https://www.freepressjournal.in/pune/fda-cracks-down-on-illegal-gutkha-adulterated-food-in-pune-198-raids-84-lakh-worth-of-gutkha-seized-92-arrested,crackdown on banned gutkha
News,Ghee,FDA crackdown on banned gutkha and adulterated food,targets,adulterated food products,1,1,0.9,https://www.freepressjournal.in/pune/fda-cracks-down-on-illegal-gutkha-adulterated-food-in-pune-198-raids-84-lakh-worth-of-gutkha-seized-92-arrested,"crackdown on banned gutkha, adulterated food products"
News,Ghee,FDA crackdown on banned gutkha and adulterated food,targets,pan masala,1,1,0.9,https://www.freepressjournal.in/pune/fda-cracks-down-on-illegal-gutkha-adulterated-food-in-pune-198-raids-84-lakh-worth-of-gutkha-seized-92-arrested,drive against banned gutkha and pan masala
News,Ghee,licence cancellation,issuedby,Food and Drug Administration,1,1,0.9,https://www.freepressjournal.in/pune/fda-cracks-down-on-illegal-gutkha-adulterated-food-in-pune-198-raids-84-lakh-worth-of-gutkha-seized-92-arrested,FDA ... cancelled the supplier's licence
News,Ghee,relaxation of geographical distance clause for dairies,issuedby,TTD Board,1,1,0.85,https://www.thehindu.com/news/national/andhra-pradesh/ttd-chairman-rubbishes-bhumanas-claim-on-supply-of-ghee-by-indapur-dairy/article70648087.ece,Mr. Karunakar Reddy also flayed the present board for relaxing the clause
News,Ghee,confiscation of adulterated paneer at Jewar toll plaza,issuedby,Uttar Pradesh food safety department,1,1,0.9,https://indianexpress.com/article/health-wellness/fake-paneer-khoya-seized-up-holi-health-10561195/,department confiscated adulterated paneer at Jewar toll plaza
News,Ghee,misleading advertisements,triggeredaction,suspension or cancellation of licence,1,1,0.8,http://www.newdelhinews.net/news/273794784/ad-monitoring-panel-of-fssai-reports-32-cases-violating-regulations,"punishments like suspension or cancellation of licence, etc, in case of repeated offences"
News,Ghee,misleading advertisements,triggeredaction,fine extending up to Rs 10 lakh,1,1,0.8,http://www.newdelhinews.net/news/273794784/ad-monitoring-panel-of-fssai-reports-32-cases-violating-regulations,penalised with a fine extending up to Rs 10 lakh
News,Ghee,money laundering case,issuedby,Enforcement Directorate,1,1,0.95,https://www.thehindubusinessline.com/news/ed-to-probe-money-laundering-in-adulterated-tirupati-laddu-scam/article70616167.ece,Enforcement Directorate has also jumped into the fray and registered a money laundering case
News,Ghee,Fake Ghee Finding,triggeredaction,FIR against Sharma,1,1,0.95,https://timesofindia.indiatimes.com/city/jaipur/fake-ghee-of-famous-brands-seized/articleshow/94889792.cms,An FIR was lodged against Sharma at Harmada police station for selling fake Saras ghee
News,Ghee,Holi Anti-Adulteration Drive 2026,issuedby,Food Safety and Standards Authority of India,1,1,0.95,https://timesofindia.indiatimes.com/city/delhi/before-holi-food-safety-teams-intensify-checks-for-adulteration/articleshow/128820396.cms,"directive from the Food Safety and Standards Authority of India (FSSAI), which has launched the 'Holi Anti-Adulteration Drive 2026'"
