food,adulterant_or_substitute,news_triplet_rows,news_distinct_articles,mean_model_confidence,confidence_weighted_article_support,fssai_baseline_direct_pair_rows,fssai_baseline_candidate_mentions,fssai_baseline_candidate_method_rows,news_candidate_method_rows,fssai_baseline_method_examples,news_method_examples,news_health_relation_articles,locally_linked_effects,baseline_gap_class,test_coverage_class,priority_score_0_100,priority_interpretation,example_url,example_evidence
Khoya/mawa,formalin/formaldehyde,1,1,0.95,0.95,0,4,0,2,,formaldehyde --detectedby--> testing kits and laboratories; sulphuric acid test for formalin --producesindicator--> violet or blue rings,7,cancer/carcinogenicity (4); gastrointestinal toxicity (1); allergic reaction (1); respiratory problems (1); metabolic disturbances (1); multi-organ failure (1); neurological damage (1); food poisoning (1),"candidate represented, but food-adulterant relation absent",method signal occurs in news only,76.99,heuristic discovery rank; not a prevalence or risk estimate,https://thelogicalindian.com/fssai-orders-nationwide-crackdown-on-adulterated-milk-paneer-and-khoya-amid-festive-season-health-fears/,uncovering formaldehye in khoya batches
Milk,lead,1,1,0.95,0.95,0,2,0,2,,lead --detectedby--> ICP-MS; IncidentFinding: Lead Contamination in Bengaluru Vegetables --identifies--> lead,6,kidney damage (2); behavioral changes (1); iq reduction (1); health issues (1); risks affecting growth (1); impaired brain development (1); impaired learning (1); serious health risks (1),"candidate represented, but food-adulterant relation absent",method signal occurs in news only,76.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.siasat.com/noxious-memories-bhopal-gas-tragedy-a-timeline-2470664/,found lead and mercury in the milk of nursing mothers
baby food,lead,1,1,0.95,0.95,0,2,0,2,,lead --detectedby--> ICP-MS; IncidentFinding: Lead Contamination in Bengaluru Vegetables --identifies--> lead,6,kidney damage (2); behavioral changes (1); iq reduction (1); health issues (1); risks affecting growth (1); impaired brain development (1); impaired learning (1); serious health risks (1),"candidate represented, but food-adulterant relation absent",method signal occurs in news only,76.99,heuristic discovery rank; not a prevalence or risk estimate,https://economictimes.indiatimes.com/magazines/panache/how-do-toxic-substances-like-lead-end-up-in-baby-food/articleshow/97399836.cms,toxic substances like lead end up in baby food
chenna,starch,1,1,0.95,0.95,0,183,0,48,,starch --detectedby--> iodine test; starch --detectedby--> Iodine test; iodine test --producesindicator--> presence of starch; iodine test --producesindicator--> starch detection; starch --detectedby--> iodine solution test,5,allergic reaction (2); gastrointestinal illness (1); digestive system disturbance (1); stomach pain and loose motions (1); nausea (1),"candidate represented, but food-adulterant relation absent",method signal occurs in news only,76.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.republicworld.com/health/is-the-milk-you-are-drinking-pure-4-easy-fssai-approved-ways-to-test-its-purity-at-home,"Starch is sometimes added to milk, khoya, paneer, or chenna"
dok 1 max syrup,ethylene glycol,1,1,0.95,0.95,0,0,0,10,,ethylene glycol --detectedby--> LaboratoryTest; milk adulteration case in East Godavari district --identifies--> ethylene glycol; Andhra Pradesh milk adulteration incident --identifies--> ethylene glycol; Rajahmundry milk adulteration case --identifies--> Ethylene Glycol; milk adulteration incident in East Godavari --identifies--> ethylene glycol,32,renal failure (31); multi-organ failure (11); anuria (10); vomiting (8); death (6); urinary obstruction (4); gastrointestinal illness (3); nausea (3),candidate not represented in FSSAI baseline,method signal occurs in news only,76.99,heuristic discovery rank; not a prevalence or risk estimate,https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/probe-into-uzbekistan-cough-syrup-deaths-3-employees-of-noida-based-marion-biotech-arrested/articleshow/98390422.cms,found both products contained unacceptable amounts of diethylene glycol and/or ethylene glycol
fish curry masala,ethylene oxide,1,1,0.95,0.95,0,0,0,1,,Hong Kong food regulator ban --identifies--> Ethylene Oxide,7,cancer/carcinogenicity (13); toxicity (2); lymphoma (1),candidate not represented in FSSAI baseline,method signal occurs in news only,76.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/why-mdh-everest-spices-are-under-international-scrutiny-explained/article68130961.ece,The spice mixes contained high levels of ethylene oxide
pharmaceutical grade propylene glycol,ethylene glycol,1,1,0.95,0.95,0,0,0,10,,ethylene glycol --detectedby--> LaboratoryTest; milk adulteration case in East Godavari district --identifies--> ethylene glycol; Andhra Pradesh milk adulteration incident --identifies--> ethylene glycol; Rajahmundry milk adulteration case --identifies--> Ethylene Glycol; milk adulteration incident in East Godavari --identifies--> ethylene glycol,32,renal failure (31); multi-organ failure (11); anuria (10); vomiting (8); death (6); urinary obstruction (4); gastrointestinal illness (3); nausea (3),candidate not represented in FSSAI baseline,method signal occurs in news only,76.99,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,labels stated the drums held pharmaceutical grade propylene glycol
spice mix,ethylene oxide,1,1,0.95,0.95,0,0,0,1,,Hong Kong food regulator ban --identifies--> Ethylene Oxide,7,cancer/carcinogenicity (13); toxicity (2); lymphoma (1),candidate not represented in FSSAI baseline,method signal occurs in news only,76.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/editors-desk/india-needs-to-grow-safe-food-curb-adulteration-879087,Hong Kong food regulator banned certain spice mix of two leading Indian brands MDH and Everest over presence of pesticide Ethylene Oxide in their samples
syrup,ethylene glycol,1,1,0.95,0.95,0,0,0,10,,ethylene glycol --detectedby--> LaboratoryTest; milk adulteration case in East Godavari district --identifies--> ethylene glycol; Andhra Pradesh milk adulteration incident --identifies--> ethylene glycol; Rajahmundry milk adulteration case --identifies--> Ethylene Glycol; milk adulteration incident in East Godavari --identifies--> ethylene glycol,32,renal failure (31); multi-organ failure (11); anuria (10); vomiting (8); death (6); urinary obstruction (4); gastrointestinal illness (3); nausea (3),candidate not represented in FSSAI baseline,method signal occurs in news only,76.99,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/world/when-children-take-toxic-cough-syrup-and-live-9080098/,syrups ... contained ethylene glycol
Ghee,vegetable oil/fat,124,73,0.9042,67.1,0,68,1,22,RP-HPLC --detectedby--> vegetable oil,ghee adulteration finding --identifies--> vegetable fat; IncidentFinding of vegetable oil in ghee --identifies--> vegetable oil/fat; refined vegetable oils --detectedby--> specialized laboratory procedures; vegetable oil --detectedby--> Sugar test; vegetable oils --detectedby--> Baudouin test,3,memory loss (2); gastrointestinal illness (1); cardiovascular problems (1); adverse effects in humans (1); heart lesions (1); liver related issues (1); complications in growth and behavioral development (1); headaches (1),"candidate represented, but food-adulterant relation absent",candidate-specific method relation represented,76.86,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/sci-tech/health/tirupati-laddu-row-on-the-economics-of-and-adulterants-in-ghee-explained/article68705077.ece,Common adulterants include edible vegetable oil
turmeric,metanil yellow,3,3,0.95,2.85,0,0,0,2,,metanil yellow --detectedby--> distilled water and HCL test; metanil yellow --detectedby--> HCL acid extraction test,4,cancer/carcinogenicity (2); nausea (1); stomach disorders (1); food poisoning (1); reduced ability to learn and grasp things (1); altered levels of serotonin dopamine and noradrenaline (1); reduced brain ability to learn (1),candidate not represented in FSSAI baseline,method signal occurs in news only,76.73,heuristic discovery rank; not a prevalence or risk estimate,https://www.deccanchronicle.com/opinion/columnists/chandrakant-lahariya-the-adulteration-of-food-is-a-silent-assault-on-health-safety-of-indians-1937982,toxic dyes such as metanil yellow have been detected in turmeric
Butter,starch,2,2,0.875,1.75,0,183,0,48,,starch --detectedby--> iodine test; starch --detectedby--> Iodine test; iodine test --producesindicator--> presence of starch; iodine test --producesindicator--> starch detection; starch --detectedby--> iodine solution test,5,allergic reaction (2); gastrointestinal illness (1); digestive system disturbance (1); stomach pain and loose motions (1); nausea (1),"candidate represented, but food-adulterant relation absent",method signal occurs in news only,76.55,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/lucknow/is-your-milk-or-ghee-pure-try-these-simple-fssai-approved-home-tests/articleshow/121692171.cms,Solution with starch adulterated butter will turn blue
fruits and vegetables,pesticide residue,2,2,0.875,1.75,0,5,0,5,,pesticides --detectedby--> LC-MS; pesticides --detectedby--> ICP-MS; pesticide residue --detectedby--> laboratory test; pesticide traces --detectedby--> mobile laboratories; unsafe vegetable samples --identifies--> pesticide residues,11,cancer/carcinogenicity (8); food poisoning (3); health harms (2); hepatitis (2); cell damage (1); disorders in the biological regulatory systems (1); toxic exposure (1); birth defects (1),"candidate represented, but food-adulterant relation absent",method signal occurs in news only,76.55,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/health-wellness/packaged-foods-children-diets-practices-meal-plans-10756755/,Pesticide residues can remain on fruits and vegetables
Milk,caustic soda,8,8,0.9312,7.45,0,0,0,1,,caustic soda --detectedby--> laboratory test,3,stomach irritation (1); vomiting (1); diarrhoea (1); irritate the digestive tract (1); harmful to human beings (1),candidate not represented in FSSAI baseline,method signal occurs in news only,76.44,heuristic discovery rank; not a prevalence or risk estimate,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,Caustic soda was often added to adjust pH levels
Mustard oil,palm oil family,6,4,0.9,3.6,0,21,0,22,,ghee adulteration finding --identifies--> palm oil; palm oil --detectedby--> Raman spectroscopy; palm oil --detectedby--> chromatography; Ghee Adulteration Finding --identifies--> palm oil; finding of palm oil in ghee --identifies--> palm oil,4,harmful for health (1); cardiovascular disease (1); cancer/carcinogenicity (1); health harm (1); increased cholesterol level (1),"candidate represented, but food-adulterant relation absent",method signal occurs in news only,76.18,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/mustard-oil-adulterated-with-heart-unhealthy-palm-oil-3-simple-tests-to-find-out/photostory/120931401.cms,Mustard oil is said to be adulterated with cheap palm oil
Ghee,animal fat,139,102,0.8824,90.75,0,3,0,22,,ghee adulteration finding --identifies--> animal fats; animal fat detection in ghee --identifies--> animal fat; animal fat --detectedby--> LaboratoryTest; ghee adulteration finding --identifies--> animal fat; IncidentFinding: ghee adulterated with animal fat --identifies--> animal fat,0,,"candidate represented, but food-adulterant relation absent",method signal occurs in news only,75.88,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/lifestyle/health/adulterated-ghee-ginger-garlic-paste-hyderabad-consume-10107480/,"ghee, she noted it is frequently adulterated with vanaspati, animal fat"
dark chocolate,lead,3,1,0.9167,0.95,0,2,0,2,,lead --detectedby--> ICP-MS; IncidentFinding: Lead Contamination in Bengaluru Vegetables --identifies--> lead,6,kidney damage (2); behavioral changes (1); iq reduction (1); health issues (1); risks affecting growth (1); impaired brain development (1); impaired learning (1); serious health risks (1),"candidate represented, but food-adulterant relation absent",method signal occurs in news only,75.82,heuristic discovery rank; not a prevalence or risk estimate,https://indianexpress.com/article/lifestyle/health/scientists-keep-finding-heavy-metals-in-dark-chocolate-should-you-worry-9492306/,43 percent contained higher levels of lead
